EmployeeID,FundID,FundName,NAV,UnitsHeld,Date
E1530,FND382,Fund_141,186.13,19.83,2025-04-22
E1531,FND26,Fund_480,31.26,22.8,2025-04-22
E1531,FND423,Fund_239,114.77,41.07,2025-04-22
E1531,FND194,Fund_435,110.09,97.85,2025-04-22
E1531,FND25,Fund_440,72.66,87.9,2025-04-22
E1532,FND426,Fund_279,72.8,37.99,2025-04-22
E1532,FND302,Fund_55,158.45,5.7,2025-04-22
E1532,FND387,Fund_74,68.84,68.46,2025-04-22
E1533,FND354,Fund_111,43.72,6.64,2025-04-22
E1533,FND422,Fund_307,192.35,95.68,2025-04-22
E1533,FND427,Fund_426,133.8,89.49,2025-04-22
E1534,FND333,Fund_122,163.16,10.77,2025-04-22
E1534,FND70,Fund_231,59.93,71.74,2025-04-22
E1534,FND165,Fund_161,15.04,12.95,2025-04-22
E1534,FND420,Fund_466,47.55,25.21,2025-04-22
E1535,FND400,Fund_345,138.55,75.96,2025-04-22
E1535,FND358,Fund_242,23.83,58.89,2025-04-22
E1535,FND322,Fund_364,90.86,38.31,2025-04-22
E1536,FND140,Fund_106,151.72,53.26,2025-04-22
E1536,FND35,Fund_114,114.05,10.93,2025-04-22
E1536,FND167,Fund_230,122.09,92.48,2025-04-22
E1537,FND304,Fund_500,171.61,23.24,2025-04-22
E1537,FND156,Fund_484,133.59,7.76,2025-04-22
E1537,FND488,Fund_337,156.02,70.11,2025-04-22
E1537,FND178,Fund_25,92.79,96.52,2025-04-22
E1538,FND234,Fund_312,56.27,11.08,2025-04-22
E1538,FND35,Fund_141,121.07,51.91,2025-04-22
E1538,FND186,Fund_283,62.13,75.04,2025-04-22
E1538,FND303,Fund_283,82.9,31.37,2025-04-22
E1539,FND267,Fund_25,101.37,70.77,2025-04-22
E1539,FND14,Fund_429,37.46,93.67,2025-04-22
E1540,FND71,Fund_289,24.13,97.24,2025-04-22
E1540,FND68,Fund_79,61.58,86.46,2025-04-22
E1540,FND492,Fund_9,170.59,88.04,2025-04-22
E1540,FND183,Fund_205,27.66,68.06,2025-04-22
E1541,FND358,Fund_425,193.26,35.28,2025-04-22
E1541,FND467,Fund_300,32.12,56.43,2025-04-22
E1541,FND67,Fund_88,19.65,39.16,2025-04-22
E1541,FND41,Fund_244,101.0,36.3,2025-04-22
E1542,FND158,Fund_412,140.24,75.73,2025-04-22
E1542,FND283,Fund_497,178.54,29.68,2025-04-22
E1542,FND283,Fund_193,184.6,47.94,2025-04-22
E1542,FND335,Fund_198,86.36,45.45,2025-04-22
E1543,FND220,Fund_368,85.62,61.91,2025-04-22
E1543,FND291,Fund_367,19.81,94.75,2025-04-22
E1543,FND326,Fund_401,37.82,35.09,2025-04-22
E1543,FND169,Fund_74,171.17,13.14,2025-04-22
E1544,FND87,Fund_422,158.37,42.12,2025-04-22
E1544,FND61,Fund_332,80.9,30.64,2025-04-22
E1544,FND291,Fund_36,147.96,71.54,2025-04-22
E1544,FND435,Fund_361,86.87,98.4,2025-04-22
E1545,FND498,Fund_431,133.15,94.31,2025-04-22
E1545,FND481,Fund_431,146.04,14.82,2025-04-22
E1545,FND490,Fund_474,58.55,17.64,2025-04-22
E1546,FND215,Fund_366,168.67,62.71,2025-04-22
E1546,FND222,Fund_269,93.58,51.86,2025-04-22
E1546,FND132,Fund_257,79.8,62.14,2025-04-22
E1546,FND357,Fund_313,193.52,76.68,2025-04-22
E1547,FND29,Fund_383,12.49,86.49,2025-04-22
E1547,FND1,Fund_197,106.25,31.51,2025-04-22
E1548,FND58,Fund_59,45.99,53.11,2025-04-22
E1548,FND44,Fund_247,146.84,53.43,2025-04-22
E1548,FND426,Fund_171,163.55,64.5,2025-04-22
E1548,FND285,Fund_352,70.83,40.69,2025-04-22
E1549,FND61,Fund_8,83.9,43.54,2025-04-22
E1549,FND476,Fund_363,68.51,84.58,2025-04-22
E1550,FND23,Fund_251,174.45,32.15,2025-04-22
E1550,FND419,Fund_424,158.77,64.58,2025-04-22
E1551,FND357,Fund_234,166.56,14.38,2025-04-22
E1551,FND226,Fund_323,108.54,89.35,2025-04-22
E1551,FND361,Fund_494,48.0,77.89,2025-04-22
E1551,FND434,Fund_323,61.24,38.67,2025-04-22
E1552,FND60,Fund_129,139.3,5.45,2025-04-22
E1552,FND217,Fund_193,111.31,94.99,2025-04-22
E1552,FND331,Fund_492,166.89,48.2,2025-04-22
E1553,FND38,Fund_55,51.28,87.19,2025-04-22
E1553,FND83,Fund_200,177.45,77.73,2025-04-22
E1553,FND135,Fund_276,60.96,5.97,2025-04-22
E1553,FND346,Fund_487,11.64,38.91,2025-04-22
E1554,FND379,Fund_499,154.5,72.06,2025-04-22
E1554,FND354,Fund_356,171.94,21.85,2025-04-22
E1554,FND181,Fund_83,179.94,92.72,2025-04-22
E1554,FND419,Fund_287,92.3,76.59,2025-04-22
E1555,FND440,Fund_418,88.09,8.34,2025-04-22
E1555,FND385,Fund_258,108.32,42.3,2025-04-22
E1555,FND233,Fund_439,103.67,50.35,2025-04-22
E1556,FND338,Fund_337,97.22,4.26,2025-04-22
E1556,FND56,Fund_487,175.24,8.5,2025-04-22
E1556,FND328,Fund_63,135.85,55.46,2025-04-22
E1556,FND255,Fund_444,164.96,1.98,2025-04-22
E1557,FND473,Fund_19,43.79,89.17,2025-04-22
E1557,FND35,Fund_193,34.2,15.58,2025-04-22
E1557,FND81,Fund_22,39.46,35.67,2025-04-22
E1557,FND302,Fund_2,187.12,19.65,2025-04-22
E1558,FND350,Fund_369,66.15,37.56,2025-04-22
E1558,FND176,Fund_201,86.62,90.19,2025-04-22
E1559,FND376,Fund_260,34.42,74.28,2025-04-22
E1559,FND476,Fund_392,33.6,77.91,2025-04-22
E1559,FND262,Fund_144,182.2,23.35,2025-04-22
E1559,FND198,Fund_439,20.35,95.35,2025-04-22
E1560,FND326,Fund_439,34.5,57.16,2025-04-22
E1560,FND265,Fund_243,137.62,47.83,2025-04-22
E1560,FND273,Fund_141,69.32,75.08,2025-04-22
E1560,FND406,Fund_349,143.79,48.57,2025-04-22
E1561,FND223,Fund_194,79.03,11.48,2025-04-22
E1561,FND384,Fund_477,197.56,92.71,2025-04-22
E1561,FND45,Fund_47,13.68,69.08,2025-04-22
E1562,FND73,Fund_256,94.34,61.13,2025-04-22
E1562,FND310,Fund_14,190.96,13.93,2025-04-22
E1562,FND151,Fund_471,136.8,86.04,2025-04-22
E1562,FND387,Fund_15,128.66,78.19,2025-04-22
E1563,FND398,Fund_69,97.18,99.79,2025-04-22
E1563,FND87,Fund_175,26.31,74.78,2025-04-22
E1564,FND280,Fund_455,80.11,26.08,2025-04-22
E1564,FND265,Fund_170,148.99,94.34,2025-04-22
E1565,FND118,Fund_254,157.91,65.1,2025-04-22
E1565,FND62,Fund_234,12.54,87.42,2025-04-22
E1566,FND231,Fund_429,26.69,80.55,2025-04-22
E1566,FND127,Fund_20,60.61,78.47,2025-04-22
E1567,FND430,Fund_31,54.98,87.36,2025-04-22
E1567,FND182,Fund_263,103.05,9.52,2025-04-22
E1567,FND75,Fund_186,49.87,90.72,2025-04-22
E1568,FND88,Fund_357,93.31,5.96,2025-04-22
E1568,FND387,Fund_412,119.56,63.61,2025-04-22
E1569,FND242,Fund_461,19.09,45.95,2025-04-22
E1569,FND324,Fund_346,79.78,30.82,2025-04-22
E1569,FND139,Fund_116,107.13,16.7,2025-04-22
E1570,FND466,Fund_236,33.51,7.26,2025-04-22
E1570,FND117,Fund_189,76.54,31.86,2025-04-22
E1570,FND171,Fund_462,176.83,54.76,2025-04-22
E1570,FND181,Fund_261,81.31,38.03,2025-04-22
E1571,FND41,Fund_76,72.38,81.85,2025-04-22
E1571,FND202,Fund_194,81.88,88.49,2025-04-22
E1571,FND397,Fund_372,51.76,54.83,2025-04-22
E1572,FND183,Fund_19,123.23,19.36,2025-04-22
E1572,FND474,Fund_28,114.91,2.06,2025-04-22
E1572,FND354,Fund_401,157.01,49.5,2025-04-22
E1573,FND6,Fund_338,132.29,68.36,2025-04-22
E1573,FND54,Fund_343,53.32,77.76,2025-04-22
E1573,FND307,Fund_70,56.7,10.81,2025-04-22
E1573,FND239,Fund_148,52.71,37.99,2025-04-22
E1574,FND143,Fund_384,80.19,66.0,2025-04-22
E1574,FND241,Fund_421,39.51,98.86,2025-04-22
E1574,FND122,Fund_395,75.04,9.42,2025-04-22
E1575,FND457,Fund_242,76.79,6.53,2025-04-22
E1575,FND215,Fund_161,15.9,49.9,2025-04-22
E1576,FND414,Fund_151,127.25,14.82,2025-04-22
E1576,FND148,Fund_308,25.33,50.89,2025-04-22
E1577,FND205,Fund_44,196.94,98.52,2025-04-22
E1577,FND126,Fund_237,41.24,24.15,2025-04-22
E1577,FND280,Fund_411,109.29,62.18,2025-04-22
E1577,FND359,Fund_107,180.08,13.74,2025-04-22
E1578,FND404,Fund_296,96.75,66.79,2025-04-22
E1578,FND299,Fund_203,10.87,46.16,2025-04-22
E1578,FND349,Fund_291,164.3,94.54,2025-04-22
E1578,FND351,Fund_366,147.95,98.09,2025-04-22
E1579,FND72,Fund_466,191.56,37.3,2025-04-22
E1579,FND120,Fund_479,73.78,29.4,2025-04-22
E1580,FND464,Fund_370,45.47,21.98,2025-04-22
E1580,FND52,Fund_102,114.89,42.31,2025-04-22
E1581,FND243,Fund_150,28.2,78.26,2025-04-22
E1581,FND165,Fund_195,14.6,99.18,2025-04-22
E1582,FND218,Fund_273,110.43,69.94,2025-04-22
E1582,FND343,Fund_344,155.08,70.76,2025-04-22
E1582,FND165,Fund_450,160.19,3.86,2025-04-22
E1583,FND464,Fund_99,102.77,43.04,2025-04-22
E1583,FND49,Fund_33,169.89,42.08,2025-04-22
E1583,FND381,Fund_115,67.18,8.95,2025-04-22
E1584,FND262,Fund_295,27.96,3.93,2025-04-22
E1584,FND306,Fund_83,96.99,66.48,2025-04-22
E1584,FND278,Fund_355,21.26,30.48,2025-04-22
E1585,FND394,Fund_63,84.85,47.05,2025-04-22
E1585,FND210,Fund_75,85.3,60.43,2025-04-22
E1585,FND250,Fund_341,31.99,46.63,2025-04-22
E1585,FND196,Fund_221,14.56,79.78,2025-04-22
E1586,FND199,Fund_7,164.95,86.27,2025-04-22
E1586,FND150,Fund_56,38.08,22.32,2025-04-22
E1586,FND277,Fund_130,141.34,80.42,2025-04-22
E1586,FND494,Fund_427,166.19,83.01,2025-04-22
E1587,FND474,Fund_424,100.38,87.16,2025-04-22
E1587,FND397,Fund_474,196.07,98.14,2025-04-22
E1587,FND468,Fund_464,26.72,50.78,2025-04-22
E1588,FND346,Fund_36,170.14,70.44,2025-04-22
E1588,FND225,Fund_400,44.01,70.93,2025-04-22
E1589,FND187,Fund_149,57.7,40.49,2025-04-22
E1589,FND465,Fund_378,140.45,76.27,2025-04-22
E1589,FND117,Fund_198,39.44,51.32,2025-04-22
E1590,FND453,Fund_462,45.69,66.3,2025-04-22
E1590,FND114,Fund_344,156.93,5.64,2025-04-22
E1591,FND6,Fund_349,163.58,42.22,2025-04-22
E1591,FND232,Fund_247,25.1,1.79,2025-04-22
E1591,FND273,Fund_446,57.09,95.76,2025-04-22
E1591,FND241,Fund_201,189.98,96.71,2025-04-22
E1592,FND383,Fund_497,59.2,96.17,2025-04-22
E1592,FND270,Fund_121,131.02,35.62,2025-04-22
E1592,FND203,Fund_59,199.69,84.72,2025-04-22
E1593,FND478,Fund_58,199.91,96.39,2025-04-22
E1593,FND436,Fund_201,90.07,34.35,2025-04-22
E1594,FND323,Fund_194,31.33,5.43,2025-04-22
E1594,FND365,Fund_254,61.02,85.54,2025-04-22
E1595,FND293,Fund_322,160.46,85.62,2025-04-22
E1595,FND421,Fund_476,134.35,79.86,2025-04-22
E1596,FND36,Fund_100,90.77,71.23,2025-04-22
E1596,FND467,Fund_5,195.88,57.92,2025-04-22
E1596,FND220,Fund_22,66.44,72.35,2025-04-22
E1596,FND421,Fund_208,139.85,14.32,2025-04-22
E1597,FND469,Fund_129,20.76,41.66,2025-04-22
E1597,FND41,Fund_192,78.98,14.37,2025-04-22
E1597,FND112,Fund_310,59.11,1.6,2025-04-22
E1598,FND175,Fund_238,148.17,55.51,2025-04-22
E1598,FND374,Fund_491,79.52,91.67,2025-04-22
E1598,FND237,Fund_13,172.57,96.48,2025-04-22
E1599,FND15,Fund_326,72.82,20.71,2025-04-22
E1599,FND330,Fund_181,46.83,18.75,2025-04-22
E1599,FND291,Fund_6,77.32,57.29,2025-04-22
E1599,FND209,Fund_22,168.75,23.77,2025-04-22
E1600,FND110,Fund_111,96.58,41.84,2025-04-22
E1600,FND80,Fund_414,153.05,35.13,2025-04-22
E1600,FND264,Fund_437,81.56,85.8,2025-04-22
E1600,FND280,Fund_472,175.04,5.44,2025-04-22
E1601,FND417,Fund_143,38.04,37.3,2025-04-22
E1601,FND475,Fund_475,38.36,55.92,2025-04-22
E1601,FND258,Fund_407,41.13,74.41,2025-04-22
E1602,FND328,Fund_208,45.21,90.0,2025-04-22
E1602,FND406,Fund_332,14.93,17.55,2025-04-22
E1602,FND135,Fund_269,55.32,41.1,2025-04-22
E1603,FND134,Fund_70,106.12,87.29,2025-04-22
E1603,FND65,Fund_264,128.35,79.46,2025-04-22
E1604,FND130,Fund_394,195.09,78.0,2025-04-22
E1604,FND352,Fund_337,26.79,65.12,2025-04-22
E1604,FND308,Fund_179,153.78,59.18,2025-04-22
E1604,FND136,Fund_65,74.31,43.2,2025-04-22
E1605,FND23,Fund_44,141.98,70.82,2025-04-22
E1605,FND285,Fund_162,36.08,82.8,2025-04-22
E1605,FND233,Fund_252,106.35,41.27,2025-04-22
E1606,FND272,Fund_274,181.88,99.55,2025-04-22
E1606,FND401,Fund_73,45.15,49.15,2025-04-22
E1606,FND454,Fund_68,193.13,49.7,2025-04-22
E1607,FND491,Fund_115,65.35,20.23,2025-04-22
E1607,FND42,Fund_18,74.35,29.72,2025-04-22
E1607,FND329,Fund_231,169.29,54.08,2025-04-22
E1608,FND330,Fund_370,104.95,70.73,2025-04-22
E1608,FND302,Fund_300,167.94,2.35,2025-04-22
E1609,FND29,Fund_189,77.31,69.4,2025-04-22
E1609,FND451,Fund_246,95.22,47.56,2025-04-22
E1610,FND117,Fund_281,164.76,24.05,2025-04-22
E1610,FND101,Fund_118,108.79,83.72,2025-04-22
E1610,FND89,Fund_322,41.01,22.02,2025-04-22
E1610,FND296,Fund_340,112.01,65.35,2025-04-22
E1611,FND499,Fund_439,124.24,49.5,2025-04-22
E1611,FND34,Fund_51,140.18,47.3,2025-04-22
E1612,FND440,Fund_179,144.58,30.98,2025-04-22
E1612,FND477,Fund_53,173.39,3.1,2025-04-22
E1612,FND234,Fund_434,177.63,14.14,2025-04-22
E1612,FND238,Fund_330,61.21,73.91,2025-04-22
E1613,FND286,Fund_219,67.02,16.45,2025-04-22
E1613,FND249,Fund_176,43.94,12.92,2025-04-22
E1613,FND438,Fund_399,152.79,93.2,2025-04-22
E1614,FND323,Fund_117,148.14,83.74,2025-04-22
E1614,FND241,Fund_87,178.54,35.17,2025-04-22
E1615,FND60,Fund_13,24.49,29.48,2025-04-22
E1615,FND118,Fund_293,70.49,57.41,2025-04-22
E1615,FND285,Fund_297,183.29,58.72,2025-04-22
E1615,FND495,Fund_141,97.98,66.84,2025-04-22
E1616,FND136,Fund_145,115.93,62.89,2025-04-22
E1616,FND36,Fund_100,42.85,57.5,2025-04-22
E1616,FND499,Fund_259,186.71,95.44,2025-04-22
E1616,FND309,Fund_499,139.08,50.14,2025-04-22
E1617,FND101,Fund_201,55.42,68.16,2025-04-22
E1617,FND81,Fund_356,116.63,32.33,2025-04-22
E1618,FND394,Fund_52,53.87,3.84,2025-04-22
E1618,FND338,Fund_165,97.4,44.26,2025-04-22
E1618,FND229,Fund_175,87.88,25.31,2025-04-22
E1619,FND19,Fund_433,158.64,14.45,2025-04-22
E1619,FND459,Fund_467,153.23,64.29,2025-04-22
E1619,FND400,Fund_108,17.18,30.83,2025-04-22
E1619,FND243,Fund_379,161.82,92.45,2025-04-22
E1620,FND101,Fund_139,191.82,94.78,2025-04-22
E1620,FND333,Fund_322,56.16,83.15,2025-04-22
E1620,FND219,Fund_443,183.62,53.84,2025-04-22
E1621,FND214,Fund_123,191.19,11.55,2025-04-22
E1621,FND363,Fund_323,118.42,79.35,2025-04-22
E1621,FND328,Fund_271,70.01,3.96,2025-04-22
E1622,FND69,Fund_479,46.53,4.58,2025-04-22
E1622,FND54,Fund_465,157.88,55.41,2025-04-22
E1622,FND300,Fund_218,11.31,98.67,2025-04-22
E1622,FND208,Fund_94,166.39,59.4,2025-04-22
E1623,FND110,Fund_63,180.02,61.47,2025-04-22
E1623,FND15,Fund_322,19.08,6.18,2025-04-22
E1624,FND58,Fund_119,134.31,86.47,2025-04-22
E1624,FND500,Fund_167,63.83,90.51,2025-04-22
E1625,FND342,Fund_410,113.54,64.97,2025-04-22
E1625,FND447,Fund_347,139.46,62.46,2025-04-22
E1625,FND232,Fund_411,32.39,64.42,2025-04-22
E1626,FND128,Fund_354,35.26,29.4,2025-04-22
E1626,FND203,Fund_89,174.69,98.96,2025-04-22
E1626,FND234,Fund_126,68.53,74.0,2025-04-22
E1627,FND397,Fund_259,44.5,53.11,2025-04-22
E1627,FND375,Fund_271,153.12,23.74,2025-04-22
E1628,FND183,Fund_335,78.97,91.98,2025-04-22
E1628,FND353,Fund_274,176.28,75.72,2025-04-22
E1628,FND231,Fund_276,101.82,21.56,2025-04-22
E1629,FND462,Fund_320,142.41,23.37,2025-04-22
E1629,FND425,Fund_239,18.03,45.97,2025-04-22
E1629,FND458,Fund_316,71.44,48.93,2025-04-22
E1629,FND26,Fund_334,34.53,52.72,2025-04-22
E1630,FND6,Fund_348,73.7,83.39,2025-04-22
E1630,FND292,Fund_411,83.08,63.71,2025-04-22
E1630,FND207,Fund_230,51.46,49.31,2025-04-22
E1630,FND251,Fund_471,194.81,61.58,2025-04-22
E1631,FND484,Fund_486,119.74,2.51,2025-04-22
E1631,FND447,Fund_286,58.91,69.1,2025-04-22
E1631,FND408,Fund_386,94.81,58.79,2025-04-22
E1631,FND279,Fund_469,97.53,30.87,2025-04-22
E1632,FND171,Fund_493,153.39,58.8,2025-04-22
E1632,FND78,Fund_206,182.16,40.82,2025-04-22
E1632,FND432,Fund_325,110.28,75.59,2025-04-22
E1633,FND164,Fund_80,195.93,30.97,2025-04-22
E1633,FND162,Fund_383,109.63,97.03,2025-04-22
E1633,FND27,Fund_492,171.95,71.48,2025-04-22
E1634,FND260,Fund_353,181.88,85.15,2025-04-22
E1634,FND196,Fund_194,65.7,98.69,2025-04-22
E1635,FND1,Fund_269,17.38,58.41,2025-04-22
E1635,FND303,Fund_407,199.58,43.28,2025-04-22
E1635,FND186,Fund_3,70.97,18.61,2025-04-22
E1635,FND31,Fund_20,86.04,30.05,2025-04-22
E1636,FND115,Fund_363,148.58,90.86,2025-04-22
E1636,FND288,Fund_297,135.83,12.59,2025-04-22
E1636,FND87,Fund_188,97.2,65.27,2025-04-22
E1636,FND306,Fund_473,31.39,98.7,2025-04-22
E1637,FND427,Fund_300,102.17,60.87,2025-04-22
E1637,FND373,Fund_114,108.01,52.73,2025-04-22
E1637,FND417,Fund_44,104.6,52.29,2025-04-22
E1637,FND120,Fund_339,185.45,66.42,2025-04-22
E1638,FND320,Fund_64,126.79,91.58,2025-04-22
E1638,FND271,Fund_335,73.58,18.15,2025-04-22
E1639,FND406,Fund_308,194.82,16.67,2025-04-22
E1639,FND287,Fund_261,42.54,28.27,2025-04-22
E1640,FND299,Fund_85,60.6,56.56,2025-04-22
E1640,FND349,Fund_305,12.47,88.22,2025-04-22
E1640,FND378,Fund_234,181.12,71.74,2025-04-22
E1641,FND313,Fund_332,164.19,94.52,2025-04-22
E1641,FND399,Fund_381,80.79,86.17,2025-04-22
E1641,FND62,Fund_203,125.26,51.8,2025-04-22
E1642,FND494,Fund_457,154.48,88.14,2025-04-22
E1642,FND86,Fund_454,39.29,31.97,2025-04-22
E1642,FND156,Fund_299,48.6,2.17,2025-04-22
E1642,FND316,Fund_66,53.99,70.53,2025-04-22
E1643,FND125,Fund_163,138.34,92.97,2025-04-22
E1643,FND114,Fund_242,47.26,17.32,2025-04-22
E1643,FND260,Fund_36,179.15,89.32,2025-04-22
E1644,FND248,Fund_174,14.74,95.03,2025-04-22
E1644,FND153,Fund_324,171.92,81.67,2025-04-22
E1644,FND20,Fund_274,115.13,64.77,2025-04-22
E1644,FND150,Fund_495,89.63,75.06,2025-04-22
E1645,FND381,Fund_45,186.31,45.58,2025-04-22
E1645,FND440,Fund_15,67.8,22.44,2025-04-22
E1645,FND386,Fund_156,59.6,1.62,2025-04-22
E1645,FND179,Fund_384,65.38,40.43,2025-04-22
E1646,FND306,Fund_233,112.59,80.62,2025-04-22
E1646,FND470,Fund_141,95.57,91.73,2025-04-22
E1646,FND151,Fund_379,86.95,93.16,2025-04-22
E1647,FND228,Fund_453,22.99,59.99,2025-04-22
E1647,FND324,Fund_70,119.72,7.61,2025-04-22
E1648,FND467,Fund_255,175.26,47.79,2025-04-22
E1648,FND109,Fund_388,167.15,46.23,2025-04-22
E1649,FND47,Fund_186,24.59,45.36,2025-04-22
E1649,FND206,Fund_208,83.74,78.52,2025-04-22
E1649,FND458,Fund_431,18.93,63.3,2025-04-22
E1650,FND131,Fund_295,184.68,99.0,2025-04-22
E1650,FND200,Fund_279,109.0,61.13,2025-04-22
E1650,FND90,Fund_18,103.53,59.49,2025-04-22
E1650,FND136,Fund_480,82.27,96.01,2025-04-22
E1651,FND52,Fund_347,154.95,27.49,2025-04-22
E1651,FND126,Fund_450,62.12,87.79,2025-04-22
E1651,FND108,Fund_227,122.22,59.61,2025-04-22
E1651,FND164,Fund_424,189.55,80.3,2025-04-22
E1652,FND339,Fund_357,146.14,74.68,2025-04-22
E1652,FND91,Fund_452,135.33,56.77,2025-04-22
E1652,FND31,Fund_481,103.93,12.9,2025-04-22
E1653,FND204,Fund_120,129.66,3.0,2025-04-22
E1653,FND78,Fund_488,153.71,9.51,2025-04-22
E1654,FND39,Fund_152,100.21,30.58,2025-04-22
E1654,FND5,Fund_235,73.07,11.19,2025-04-22
E1654,FND357,Fund_494,47.28,86.25,2025-04-22
E1655,FND227,Fund_183,186.57,76.6,2025-04-22
E1655,FND257,Fund_459,111.9,41.38,2025-04-22
E1656,FND225,Fund_253,68.38,10.3,2025-04-22
E1656,FND113,Fund_67,175.04,87.11,2025-04-22
E1657,FND93,Fund_319,74.93,3.11,2025-04-22
E1657,FND90,Fund_60,171.07,99.66,2025-04-22
E1658,FND31,Fund_287,137.26,70.6,2025-04-22
E1658,FND164,Fund_92,57.86,92.28,2025-04-22
E1659,FND394,Fund_60,61.4,64.3,2025-04-22
E1659,FND184,Fund_166,101.92,40.04,2025-04-22
E1659,FND213,Fund_186,193.28,38.39,2025-04-22
E1660,FND150,Fund_331,198.22,24.16,2025-04-22
E1660,FND223,Fund_140,190.96,71.05,2025-04-22
E1660,FND349,Fund_381,148.75,84.62,2025-04-22
E1661,FND355,Fund_139,37.13,62.12,2025-04-22
E1661,FND86,Fund_179,57.28,28.62,2025-04-22
E1662,FND104,Fund_109,37.98,99.72,2025-04-22
E1662,FND230,Fund_24,75.35,91.32,2025-04-22
E1663,FND443,Fund_280,76.02,85.32,2025-04-22
E1663,FND101,Fund_176,70.38,72.91,2025-04-22
E1663,FND153,Fund_134,183.49,30.27,2025-04-22
E1664,FND1,Fund_241,73.7,85.91,2025-04-22
E1664,FND92,Fund_214,156.54,97.13,2025-04-22
E1665,FND354,Fund_187,76.15,68.02,2025-04-22
E1665,FND463,Fund_387,142.21,13.17,2025-04-22
E1665,FND443,Fund_273,136.62,45.23,2025-04-22
E1665,FND347,Fund_375,38.94,39.84,2025-04-22
E1666,FND14,Fund_57,44.29,36.18,2025-04-22
E1666,FND63,Fund_389,45.74,1.25,2025-04-22
E1667,FND446,Fund_495,143.89,19.96,2025-04-22
E1667,FND330,Fund_85,196.43,93.02,2025-04-22
E1667,FND395,Fund_432,35.52,46.75,2025-04-22
E1668,FND70,Fund_396,47.89,26.84,2025-04-22
E1668,FND137,Fund_90,183.98,88.0,2025-04-22
E1668,FND492,Fund_319,63.93,97.5,2025-04-22
E1669,FND234,Fund_386,158.94,60.29,2025-04-22
E1669,FND127,Fund_184,50.31,72.49,2025-04-22
E1669,FND447,Fund_187,145.42,69.27,2025-04-22
E1669,FND30,Fund_234,28.28,66.51,2025-04-22
E1670,FND138,Fund_170,121.36,63.21,2025-04-22
E1670,FND161,Fund_37,190.54,55.96,2025-04-22
E1671,FND169,Fund_119,177.38,78.25,2025-04-22
E1671,FND279,Fund_20,23.21,33.62,2025-04-22
E1672,FND194,Fund_192,59.3,10.91,2025-04-22
E1672,FND407,Fund_150,121.94,97.07,2025-04-22
E1673,FND101,Fund_73,170.83,81.81,2025-04-22
E1673,FND334,Fund_295,74.98,58.2,2025-04-22
E1673,FND148,Fund_97,27.78,96.23,2025-04-22
E1674,FND56,Fund_147,132.27,95.58,2025-04-22
E1674,FND285,Fund_378,162.93,42.76,2025-04-22
E1674,FND165,Fund_99,163.14,19.37,2025-04-22
E1675,FND168,Fund_376,109.32,2.29,2025-04-22
E1675,FND263,Fund_438,158.23,96.96,2025-04-22
E1675,FND313,Fund_7,128.75,45.94,2025-04-22
E1675,FND284,Fund_15,180.66,21.33,2025-04-22
E1676,FND180,Fund_1,195.89,76.9,2025-04-22
E1676,FND376,Fund_284,74.91,82.03,2025-04-22
E1677,FND226,Fund_251,71.32,4.85,2025-04-22
E1677,FND168,Fund_483,170.71,74.5,2025-04-22
E1677,FND143,Fund_125,122.99,48.56,2025-04-22
E1678,FND99,Fund_196,107.28,11.39,2025-04-22
E1678,FND379,Fund_82,65.47,14.72,2025-04-22
E1679,FND281,Fund_138,47.85,25.57,2025-04-22
E1679,FND377,Fund_153,147.24,2.97,2025-04-22
E1679,FND357,Fund_43,44.38,11.76,2025-04-22
E1680,FND423,Fund_473,185.73,33.26,2025-04-22
E1680,FND287,Fund_174,95.47,86.72,2025-04-22
E1680,FND449,Fund_187,126.73,28.17,2025-04-22
E1680,FND282,Fund_123,131.45,18.49,2025-04-22
E1681,FND119,Fund_142,66.93,2.84,2025-04-22
E1681,FND272,Fund_272,23.76,57.47,2025-04-22
E1682,FND452,Fund_5,85.91,67.34,2025-04-22
E1682,FND298,Fund_136,194.61,48.11,2025-04-22
E1683,FND3,Fund_4,12.52,39.29,2025-04-22
E1683,FND189,Fund_363,97.6,70.31,2025-04-22
E1683,FND347,Fund_121,18.49,35.69,2025-04-22
E1684,FND57,Fund_182,191.32,36.87,2025-04-22
E1684,FND289,Fund_293,93.38,91.44,2025-04-22
E1685,FND77,Fund_433,192.54,3.5,2025-04-22
E1685,FND203,Fund_139,49.94,89.07,2025-04-22
E1685,FND481,Fund_264,166.96,95.28,2025-04-22
E1685,FND285,Fund_321,29.23,87.14,2025-04-22
E1686,FND424,Fund_143,189.7,63.97,2025-04-22
E1686,FND413,Fund_333,184.91,32.25,2025-04-22
E1686,FND367,Fund_201,10.08,22.9,2025-04-22
E1687,FND133,Fund_152,42.89,59.02,2025-04-22
E1687,FND165,Fund_440,102.98,3.34,2025-04-22
E1687,FND350,Fund_126,14.45,56.48,2025-04-22
E1688,FND322,Fund_324,194.69,50.58,2025-04-22
E1688,FND257,Fund_262,51.88,79.49,2025-04-22
E1688,FND308,Fund_268,83.08,71.64,2025-04-22
E1688,FND481,Fund_164,19.52,24.18,2025-04-22
E1689,FND298,Fund_355,134.0,23.79,2025-04-22
E1689,FND198,Fund_164,194.18,71.82,2025-04-22
E1690,FND266,Fund_320,44.69,86.88,2025-04-22
E1690,FND225,Fund_61,182.43,73.97,2025-04-22
